statement,label,category,split,question
Strontium is in the Lanthanide group.,0,elements,validate,What group does Strontium belong to?
Nitrogen has the atomic number of 31.,0,elements,validate,What is the atomic number of Nitrogen?
Iron is in the Lanthanide group.,0,elements,validate,What group is Iron in?
Hydrogen appears in its standard state as Gas.,1,elements,validate,What is the standard state of Hydrogen?
Silicon appears in its standard state as Gas.,0,elements,validate,What is the standard state of Silicon?
Tantalum has the symbol Cs.,0,elements,validate,What is the symbol of Tantalum?
Cesium has the atomic number of 73.,0,elements,validate,What is the atomic number of Cesium?
Polonium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Polonium?
Nitrogen is in the Post-transition metal group.,0,elements,validate,What group does Nitrogen belong to?
Aluminum is used in MRI contrast agents and X-ray tubes.,0,elements,validate,What are some uses of Aluminum?
Tin has the symbol Be.,0,elements,validate,What is the symbol for Tin?
Oxygen is necessary for aerobic respiration in living organisms.,1,elements,validate,What process does oxygen play a crucial role in for living organisms?
Beryllium has the atomic number of 4.,1,elements,validate,What is the atomic number of Beryllium?
Aluminum has the symbol Al.,1,elements,validate,What is the symbol for Aluminum?
Technetium has the symbol Tc.,1,elements,validate,What is the symbol of Technetium?
Titanium has the atomic number of 49.,0,elements,validate,What is the atomic number of Titanium?
Rhenium has the symbol Tm.,0,elements,validate,What is the symbol for Rhenium?
Radium is in the Nonmetal group.,0,elements,validate,What is the classification of Radium?
Gallium appears in its standard state as Liquid.,0,elements,validate,What is the standard state of Gallium?
Polonium has the atomic number of 84.,1,elements,validate,What is the atomic number of Polonium?
Silver is in the Transition metal group.,1,elements,validate,What type of group does Silver belong to?
Osmium is used in strong magnets and as a yellow pigment.,0,elements,validate,What is Osmium used for?
Rubidium has the symbol Kr.,0,elements,validate,What is the symbol for Rubidium?
Gallium is a toxic element used in some semiconductors and infrared detectors.,0,elements,validate,What type of devices are some examples where Gallium is used?
Niobium is in the Lanthanide group.,0,elements,validate,What group is Niobium in?
Zirconium is used in nuclear reactors due to its low neutron absorption.,1,elements,validate,What is a common use for Zirconium?
"Thulium is a strong, lightweight metal used in aerospace and medical implants.",0,elements,validate,What industries is Thulium used in?
Cesium appears in its standard state as Gas.,0,elements,validate,What is the standard state of Cesium?
Magnesium has the atomic number of 12.,1,elements,validate,What is the atomic number of Magnesium?
Samarium has the atomic number of 62.,1,elements,validate,What is the atomic number of Samarium?
Manganese appears in its standard state as Solid.,1,elements,validate,What is the standard state of Manganese?
Gadolinium is in the Transition metal group.,0,elements,validate,What type of group does Gadolinium belong to?
Scandium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Scandium?
Nitrogen appears in its standard state as Gas.,1,elements,validate,What is the standard state of Nitrogen?
Potassium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Potassium?
Cobalt appears in its standard state as Solid.,1,elements,validate,What is the standard state of Cobalt?
Mercury appears in its standard state as Solid.,0,elements,validate,What is the standard state of Mercury?
Lithium has the atomic number of 56.,0,elements,validate,What is the atomic number of Lithium?
Thallium has the symbol Sr.,0,elements,validate,What is the symbol of Thallium?
Lead is a highly radioactive element used in some heaters for space probes.,0,elements,validate,What is one use for Lead in the field of space exploration?
Cadmium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Cadmium?
Platinum has the atomic number of 78.,1,elements,validate,What is the atomic number of Platinum?
Tungsten is in the Actinide group.,0,elements,validate,What is Tungsten classified as in the periodic table?
Zirconium is in the Metalloid group.,0,elements,validate,What group is Zirconium in?
Lutetium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Lutetium?
Palladium is a liquid at room temperature and used in thermometers and some electrical switches.,0,elements,validate,What is the standard state of Palladium and what are some of its uses in technology?
Cobalt is in the Transition metal group.,1,elements,validate,What group is Cobalt a part of?
Terbium has the atomic number of 89.,0,elements,validate,What is the atomic number of Terbium?
Polonium appears in its standard state as Gas.,0,elements,validate,What is the standard state of Polonium?
Arsenic is in the Nonmetal group.,0,elements,validate,What is the group classification of Arsenic?
Aluminum is in the Post-transition metal group.,1,elements,validate,What is the group to which Aluminum belongs?
Barium has the atomic number of 56.,1,elements,validate,What is the atomic number of Barium?
Selenium has the atomic number of 60.,0,elements,validate,What is the atomic number of Selenium?
Uranium is in the Transition metal group.,0,elements,validate,What is the classification of Uranium?
Carbon is the most reactive and electronegative element.,0,elements,validate,What property is Carbon known for being the most of among elements?
Iodine is a noble gas used as an inert atmosphere in welding and other applications.,0,elements,validate,What is Iodine used for in welding and other applications?
Cerium has the atomic number of 75.,0,elements,validate,What is the atomic number of Cerium?
Hydrogen appears in its standard state as Solid.,0,elements,validate,What is the standard state of Hydrogen?
Mercury has the atomic number of 80.,1,elements,validate,What is the atomic number of Mercury?
Nitrogen is used in thermoelectric devices and solar cells.,0,elements,validate,What are some uses of Nitrogen in technology?
Beryllium appears in its standard state as Gas.,0,elements,validate,What is the standard state of Beryllium?
Polonium has the symbol Tb.,0,elements,validate,What is the symbol of Polonium?
Nickel appears in its standard state as Gas.,0,elements,validate,What is the standard state of Nickel?
Cesium is in the Alkali metal group.,1,elements,validate,What group does Cesium belong to?
Helium has the atomic number of 62.,0,elements,validate,What is the atomic number of Helium?
Dysprosium appears in its standard state as Solid.,1,elements,validate,What is the standard state of Dysprosium?
Osmium has the atomic number of 82.,0,elements,validate,What is the atomic number of Osmium?
"Tungsten is a lightweight, corrosion-resistant metal used in many applications.",0,elements,validate,What type of metal is Tungsten and what are some of its uses?
Vanadium is used in the production of sulfuric acid and rubber vulcanization.,0,elements,validate,What is Vanadium used for in the production of?
Krypton has the atomic number of 36.,1,elements,validate,What is the atomic number of Krypton?
Mercury has the atomic number of 65.,0,elements,validate,What is the atomic number of Mercury?
Indium has the symbol In.,1,elements,validate,What is the symbol of Indium?
Nickel has the atomic number of 8.,0,elements,validate,What is the atomic number of Nickel?
Promethium is used in flame retardants and as a fumigant.,0,elements,validate,What are some uses of Promethium?
Gold has the symbol Cr.,0,elements,validate,What is the symbol for Gold?
Tungsten is in the Transition metal group.,1,elements,validate,What is Tungsten a member of?
Lanthanum appears in its standard state as Liquid.,0,elements,validate,What is the standard state of Lanthanum?
Radon appears in its standard state as Solid.,0,elements,validate,What is the standard state of Radon?
Selenium is an essential trace element used in photovoltaic cells and glass production.,1,elements,validate,What is selenium used for in industry?
Osmium appears in its standard state as Gas.,0,elements,validate,What is the standard state of Osmium?
Cerium is in the Noble gas group.,0,elements,validate,What group does Cerium belong to?
